Year,Year ending,Police Region,Local Government Area,Offence Count,"Rate per 100,000 population"
2016,December,Justice Institutions and Immigration Facilities,Total,"1,681",
2016,December,Unincorporated Vic, Unincorporated Vic,137,
2016,December,Unincorporated Vic,Total,137,
2015,December,1 North West Metro, Banyule,"9,228","7,318.70"
2015,December,1 North West Metro, Brimbank,"19,229","9,573.30"
2015,December,1 North West Metro, Darebin,"15,342","10,095.10"
2015,December,1 North West Metro, Hobsons Bay,"6,896","7,522.30"
2015,December,1 North West Metro, Hume,"20,496","10,342.30"
2015,December,1 North West Metro, Maribyrnong,"8,680","10,237.90"
2015,December,1 North West Metro, Melbourne,"34,395","25,129.30"
2015,December,1 North West Metro, Melton,"11,019","8,167.40"
2015,December,1 North West Metro, Moonee Valley,"9,621","8,002.10"
2015,December,1 North West Metro, Moreland,"14,045","8,366.60"
2015,December,1 North West Metro, Nillumbik,"3,022","4,746.00"
2015,December,1 North West Metro, Whittlesea,"13,733","6,976.50"
2015,December,1 North West Metro, Wyndham,"14,315","6,695.00"
2015,December,1 North West Metro, Yarra,"12,954","14,405.70"
2015,December,1 North West Metro,Total,"192,975","9,757.50"
2015,December,2 Eastern, Alpine,489,"3,934.30"
2015,December,2 Eastern, Bass Coast,"2,789","8,561.50"
2015,December,2 Eastern, Baw Baw,"3,771","7,883.00"
2015,December,2 Eastern, Benalla,"1,150","8,259.70"
2015,December,2 Eastern, Boroondara,"7,457","4,267.20"
2015,December,2 Eastern, East Gippsland,"4,193","9,345.20"
2015,December,2 Eastern, Greater Shepparton,"7,650","11,862.50"
2015,December,2 Eastern, Indigo,515,"3,234.50"
2015,December,2 Eastern, Knox,"10,122","6,378.10"
2015,December,2 Eastern, Latrobe,"13,270","17,868.20"
2015,December,2 Eastern, Manningham,"4,382","3,627.90"
2015,December,2 Eastern, Mansfield,414,"4,853.50"
2015,December,2 Eastern, Maroondah,"7,780","6,883.60"
2015,December,2 Eastern, Mitchell,"4,118","10,227.50"
2015,December,2 Eastern, Moira,"1,538","5,251.30"
2015,December,2 Eastern, Monash,"10,097","5,337.40"
2015,December,2 Eastern, Murrindindi,647,"4,672.20"
2015,December,2 Eastern, South Gippsland,"1,343","4,666.30"
2015,December,2 Eastern, Strathbogie,506,"4,973.00"
2015,December,2 Eastern, Towong,194,"3,230.60"
2015,December,2 Eastern, Wangaratta,"2,410","8,563.40"
2015,December,2 Eastern, Wellington,"4,398","10,187.20"
2015,December,2 Eastern, Whitehorse,"8,361","5,016.20"
2015,December,2 Eastern, Wodonga,"3,554","9,061.00"
2015,December,2 Eastern, Yarra Ranges,"7,910","5,156.80"
2015,December,2 Eastern,Total,"109,058","6,689.70"
2015,December,3 Southern Metro, Bayside,"4,506","4,449.60"
2015,December,3 Southern Metro, Cardinia,"7,321","7,931.90"
2015,December,3 Southern Metro, Casey,"21,033","7,022.00"
2015,December,3 Southern Metro, Frankston,"14,832","10,764.20"
2015,December,3 Southern Metro, Glen Eira,"6,488","4,446.20"
2015,December,3 Southern Metro, Greater Dandenong,"19,484","12,484.90"
2015,December,3 Southern Metro, Kingston,"11,022","7,054.40"
2015,December,3 Southern Metro, Mornington Peninsula,"11,047","6,955.20"
2015,December,3 Southern Metro, Port Phillip,"12,456","11,708.90"
2015,December,3 Southern Metro, Stonnington,"10,106","9,355.00"
2015,December,3 Southern Metro,Total,"118,295","8,089.40"
2015,December,4 Western, Ararat,"1,257","10,795.30"
2015,December,4 Western, Ballarat,"11,307","11,142.20"
2015,December,4 Western, Buloke,222,"3,520.50"
2015,December,4 Western, Campaspe,"3,069","8,199.50"
2015,December,4 Western, Central Goldfields,"1,264","9,760.60"
2015,December,4 Western, Colac-Otway,"1,677","7,899.20"
2015,December,4 Western, Corangamite,681,"4,184.60"
2015,December,4 Western, Gannawarra,587,"5,571.40"
2015,December,4 Western, Glenelg,"1,583","8,026.60"
2015,December,4 Western, Golden Plains,672,"3,141.90"
2015,December,4 Western, Greater Bendigo,"8,413","7,654.60"
2015,December,4 Western, Greater Geelong,"20,854","8,953.10"
2015,December,4 Western, Hepburn,825,"5,380.20"
2015,December,4 Western, Hindmarsh,219,"3,770.70"
2015,December,4 Western, Horsham,"3,043","15,374.90"
2015,December,4 Western, Loddon,424,"5,630.10"
2015,December,4 Western, Macedon Ranges,"2,126","4,584.60"
2015,December,4 Western, Mildura,"6,170","11,393.00"
2015,December,4 Western, Moorabool,"2,177","6,857.10"
2015,December,4 Western, Mount Alexander,961,"5,113.30"
2015,December,4 Western, Moyne,586,"3,532.00"
2015,December,4 Western, Northern Grampians,"1,150","9,876.30"
2015,December,4 Western, Pyrenees,496,"6,909.00"
2015,December,4 Western, Queenscliffe,175,"5,966.60"
2015,December,4 Western, Southern Grampians,"1,149","7,109.30"
2015,December,4 Western, Surf Coast,"1,540","5,198.30"
2015,December,4 Western, Swan Hill,"2,269","10,860.10"
2015,December,4 Western, Warrnambool,"2,798","8,228.20"
2015,December,4 Western, West Wimmera,157,"3,950.70"
2015,December,4 Western, Yarriambiack,459,"6,724.30"
2015,December,4 Western,Total,"78,310","8,233.10"
2015,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,333",
2015,December,Justice Institutions and Immigration Facilities,Total,"1,333",
2015,December,Unincorporated Vic, Unincorporated Vic,118,
2015,December,Unincorporated Vic,Total,118,
2014,December,1 North West Metro, Banyule,"8,933","7,140.30"
2014,December,1 North West Metro, Brimbank,"17,368","8,751.00"
2014,December,1 North West Metro, Darebin,"14,482","9,686.20"
2014,December,1 North West Metro, Hobsons Bay,"7,025","7,769.60"
2014,December,1 North West Metro, Hume,"17,760","9,284.90"
2014,December,1 North West Metro, Maribyrnong,"8,155","9,889.30"
2014,December,1 North West Metro, Melbourne,"33,040","25,817.50"
2014,December,1 North West Metro, Melton,"9,827","7,599.60"
2014,December,1 North West Metro, Moonee Valley,"8,484","7,204.30"
2014,December,1 North West Metro, Moreland,"12,696","7,736.80"
2014,December,1 North West Metro, Nillumbik,"2,050","3,231.80"
2014,December,1 North West Metro, Whittlesea,"13,590","7,232.60"
2014,December,1 North West Metro, Wyndham,"12,974","6,438.30"
2014,December,1 North West Metro, Yarra,"12,859","14,741.80"
2014,December,1 North West Metro,Total,"179,243","9,352.80"
2014,December,2 Eastern, Alpine,467,"3,779.80"
2014,December,2 Eastern, Bass Coast,"2,572","8,058.40"
2014,December,2 Eastern, Baw Baw,"3,810","8,168.30"
2014,December,2 Eastern, Benalla,"1,164","8,375.30"
2014,December,2 Eastern, Boroondara,"6,789","3,932.00"
2014,December,2 Eastern, East Gippsland,"3,915","8,842.10"
2014,December,2 Eastern, Greater Shepparton,"7,261","11,359.70"
2014,December,2 Eastern, Indigo,441,"2,803.20"
2014,December,2 Eastern, Knox,"9,540","6,059.70"
2014,December,2 Eastern, Latrobe,"11,883","16,029.10"
2014,December,2 Eastern, Manningham,"4,026","3,370.80"
2014,December,2 Eastern, Mansfield,571,"6,801.70"
2014,December,2 Eastern, Maroondah,"7,763","6,967.30"
2014,December,2 Eastern, Mitchell,"3,289","8,415.20"
2014,December,2 Eastern, Moira,"1,423","4,890.00"
2014,December,2 Eastern, Monash,"9,148","4,914.30"
2014,December,2 Eastern, Murrindindi,671,"4,902.50"
2014,December,2 Eastern, South Gippsland,"1,201","4,210.90"
2014,December,2 Eastern, Strathbogie,493,"4,921.10"
2014,December,2 Eastern, Towong,196,"3,276.50"
2014,December,2 Eastern, Wangaratta,"2,511","9,012.30"
2014,December,2 Eastern, Wellington,"3,902","9,085.40"
2014,December,2 Eastern, Whitehorse,"7,330","4,460.80"
2014,December,2 Eastern, Wodonga,"3,172","8,267.10"
2014,December,2 Eastern, Yarra Ranges,"7,055","4,642.40"
2014,December,2 Eastern,Total,"100,593","6,247.10"
2014,December,3 Southern Metro, Bayside,"4,260","4,268.70"
2014,December,3 Southern Metro, Cardinia,"5,595","6,352.90"
2014,December,3 Southern Metro, Casey,"17,612","6,116.60"
2014,December,3 Southern Metro, Frankston,"14,902","10,942.80"
2014,December,3 Southern Metro, Glen Eira,"5,353","3,725.30"
2014,December,3 Southern Metro, Greater Dandenong,"15,962","10,492.00"
2014,December,3 Southern Metro, Kingston,"9,468","6,139.70"
2014,December,3 Southern Metro, Mornington Peninsula,"10,441","6,671.60"
2014,December,3 Southern Metro, Port Phillip,"11,886","11,379.50"
2014,December,3 Southern Metro, Stonnington,"9,609","9,074.20"
2014,December,3 Southern Metro,Total,"105,088","7,354.60"
2014,December,4 Western, Ararat,"1,018","8,806.20"
2014,December,4 Western, Ballarat,"10,221","10,229.80"
2014,December,4 Western, Buloke,216,"3,409.60"
2014,December,4 Western, Campaspe,"2,948","7,895.40"
2014,December,4 Western, Central Goldfields,"1,097","8,514.40"
2014,December,4 Western, Colac-Otway,"1,535","7,264.20"
2014,December,4 Western, Corangamite,671,"4,106.50"
2014,December,4 Western, Gannawarra,546,"5,183.20"
2014,December,4 Western, Glenelg,"1,730","8,757.30"
2014,December,4 Western, Golden Plains,577,"2,760.90"
2014,December,4 Western, Greater Bendigo,"8,641","8,004.30"
2014,December,4 Western, Greater Geelong,"18,523","8,133.30"
2014,December,4 Western, Hepburn,616,"4,056.90"
2014,December,4 Western, Hindmarsh,228,"3,901.40"
2014,December,4 Western, Horsham,"2,379","12,046.80"
2014,December,4 Western, Loddon,531,"7,067.70"
2014,December,4 Western, Macedon Ranges,"2,088","4,591.90"
2014,December,4 Western, Mildura,"5,937","11,048.30"
2014,December,4 Western, Moorabool,"1,927","6,202.90"
2014,December,4 Western, Mount Alexander,"1,012","5,470.00"
2014,December,4 Western, Moyne,646,"3,912.30"
2014,December,4 Western, Northern Grampians,936,"7,947.70"
2014,December,4 Western, Pyrenees,451,"6,399.90"
2014,December,4 Western, Queenscliffe,126,"4,242.40"
2014,December,4 Western, Southern Grampians,953,"5,862.80"
2014,December,4 Western, Surf Coast,"1,411","4,886.70"
2014,December,4 Western, Swan Hill,"2,197","10,491.90"
2014,December,4 Western, Warrnambool,"3,001","8,897.40"
2014,December,4 Western, West Wimmera,194,"4,804.40"
2014,December,4 Western, Yarriambiack,355,"5,127.10"
2014,December,4 Western,Total,"72,711","7,747.40"
2014,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,982,
2014,December,Justice Institutions and Immigration Facilities,Total,982,
2014,December,Unincorporated Vic, Unincorporated Vic,116,
2014,December,Unincorporated Vic,Total,116,
2013,December,1 North West Metro, Banyule,"9,512","7,651.60"
2013,December,1 North West Metro, Brimbank,"19,337","9,857.30"
2013,December,1 North West Metro, Darebin,"12,267","8,329.50"
2013,December,1 North West Metro, Hobsons Bay,"6,672","7,480.80"
2013,December,1 North West Metro, Hume,"15,311","8,281.90"
2013,December,1 North West Metro, Maribyrnong,"8,510","10,666.60"
2013,December,1 North West Metro, Melbourne,"32,474","27,355.50"
2013,December,1 North West Metro, Melton,"8,963","7,232.00"
2013,December,1 North West Metro, Moonee Valley,"7,663","6,636.70"
2013,December,1 North West Metro, Moreland,"12,059","7,523.60"
2013,December,1 North West Metro, Nillumbik,"2,167","3,430.20"
2013,December,1 North West Metro, Whittlesea,"12,900","7,195.80"
2013,December,1 North West Metro, Wyndham,"12,407","6,522.80"
2013,December,1 North West Metro, Yarra,"11,200","13,339.40"
2013,December,1 North West Metro,Total,"171,442","9,234.10"
2013,December,2 Eastern, Alpine,494,"4,021.80"
2013,December,2 Eastern, Bass Coast,"2,492","7,953.80"
2013,December,2 Eastern, Baw Baw,"3,169","6,945.40"
2013,December,2 Eastern, Benalla,"1,105","7,962.20"
2013,December,2 Eastern, Boroondara,"7,002","4,107.10"
2013,December,2 Eastern, East Gippsland,"3,968","9,057.50"
2013,December,2 Eastern, Greater Shepparton,"6,416","10,144.80"
2013,December,2 Eastern, Indigo,516,"3,306.60"
2013,December,2 Eastern, Knox,"9,267","5,927.20"
2013,December,2 Eastern, Latrobe,"10,232","13,803.90"
2013,December,2 Eastern, Manningham,"4,097","3,461.60"
2013,December,2 Eastern, Mansfield,347,"4,192.80"
2013,December,2 Eastern, Maroondah,"6,814","6,206.90"
2013,December,2 Eastern, Mitchell,"2,923","7,735.30"
2013,December,2 Eastern, Moira,"1,456","5,037.20"
2013,December,2 Eastern, Monash,"8,654","4,722.40"
2013,December,2 Eastern, Murrindindi,694,"5,116.90"
2013,December,2 Eastern, South Gippsland,"1,257","4,445.90"
2013,December,2 Eastern, Strathbogie,521,"5,280.20"
2013,December,2 Eastern, Towong,305,"5,116.60"
2013,December,2 Eastern, Wangaratta,"2,409","8,712.50"
2013,December,2 Eastern, Wellington,"4,096","9,587.80"
2013,December,2 Eastern, Whitehorse,"7,099","4,379.90"
2013,December,2 Eastern, Wodonga,"2,757","7,337.30"
2013,December,2 Eastern, Yarra Ranges,"6,502","4,308.80"
2013,December,2 Eastern,Total,"94,592","5,942.90"
2013,December,3 Southern Metro, Bayside,"4,301","4,377.50"
2013,December,3 Southern Metro, Cardinia,"6,194","7,322.30"
2013,December,3 Southern Metro, Casey,"15,570","5,600.30"
2013,December,3 Southern Metro, Frankston,"14,189","10,561.10"
2013,December,3 Southern Metro, Glen Eira,"5,973","4,228.40"
2013,December,3 Southern Metro, Greater Dandenong,"16,102","10,843.00"
2013,December,3 Southern Metro, Kingston,"9,315","6,114.80"
2013,December,3 Southern Metro, Mornington Peninsula,"9,388","6,096.10"
2013,December,3 Southern Metro, Port Phillip,"11,170","10,934.30"
2013,December,3 Southern Metro, Stonnington,"9,386","9,069.70"
2013,December,3 Southern Metro,Total,"101,588","7,272.10"
2013,December,4 Western, Ararat,"1,308","11,383.80"
2013,December,4 Western, Ballarat,"9,979","10,147.00"
2013,December,4 Western, Buloke,218,"3,412.60"
2013,December,4 Western, Campaspe,"2,622","7,045.90"
2013,December,4 Western, Central Goldfields,"1,041","8,123.30"
2013,December,4 Western, Colac-Otway,"1,336","6,351.30"
2013,December,4 Western, Corangamite,619,"3,772.10"
2013,December,4 Western, Gannawarra,536,"5,092.20"
2013,December,4 Western, Glenelg,"1,479","7,470.80"
2013,December,4 Western, Golden Plains,518,"2,544.00"
2013,December,4 Western, Greater Bendigo,"8,774","8,280.70"
2013,December,4 Western, Greater Geelong,"16,622","7,441.90"
2013,December,4 Western, Hepburn,594,"3,954.20"
2013,December,4 Western, Hindmarsh,241,"4,118.30"
2013,December,4 Western, Horsham,"1,791","9,094.10"
2013,December,4 Western, Loddon,376,"5,001.30"
2013,December,4 Western, Macedon Ranges,"1,810","4,058.80"
2013,December,4 Western, Mildura,"5,566","10,471.10"
2013,December,4 Western, Moorabool,"1,860","6,116.40"
2013,December,4 Western, Mount Alexander,922,"5,052.90"
2013,December,4 Western, Moyne,554,"3,371.70"
2013,December,4 Western, Northern Grampians,"1,974","16,616.20"
2013,December,4 Western, Pyrenees,412,"5,938.30"
2013,December,4 Western, Queenscliffe,80,"2,664.90"
2013,December,4 Western, Southern Grampians,"1,138","6,958.10"
2013,December,4 Western, Surf Coast,"1,196","4,236.90"
2013,December,4 Western, Swan Hill,"1,752","8,341.70"
2013,December,4 Western, Warrnambool,"2,537","7,590.60"
2013,December,4 Western, West Wimmera,146,"3,540.30"
2013,December,4 Western, Yarriambiack,312,"4,436.90"
2013,December,4 Western,Total,"68,313","7,372.40"
2013,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,376",
2013,December,Justice Institutions and Immigration Facilities,Total,"1,376",
2013,December,Unincorporated Vic, Unincorporated Vic,71,
2013,December,Unincorporated Vic,Total,71,
2012,December,1 North West Metro, Banyule,"7,243","5,860.80"
2012,December,1 North West Metro, Brimbank,"18,463","9,528.10"
2012,December,1 North West Metro, Darebin,"11,525","7,949.00"
2012,December,1 North West Metro, Hobsons Bay,"6,921","7,834.60"
2012,December,1 North West Metro, Hume,"15,346","8,563.50"
2012,December,1 North West Metro, Maribyrnong,"8,993","11,652.10"
2012,December,1 North West Metro, Melbourne,"34,757","32,308.70"
2012,December,1 North West Metro, Melton,"8,453","7,143.60"
2012,December,1 North West Metro, Moonee Valley,"8,471","7,452.10"
2012,December,1 North West Metro, Moreland,"11,778","7,503.50"
2012,December,1 North West Metro, Nillumbik,"1,813","2,880.70"
2012,December,1 North West Metro, Whittlesea,"12,217","7,186.80"
2012,December,1 North West Metro, Wyndham,"13,030","7,274.00"
2012,December,1 North West Metro, Yarra,"10,828","13,323.80"
2012,December,1 North West Metro,Total,"169,838","9,451.50"
2012,December,2 Eastern, Alpine,405,"3,324.30"
2012,December,2 Eastern, Bass Coast,"2,256","7,322.10"
2012,December,2 Eastern, Baw Baw,"2,775","6,235.10"
2012,December,2 Eastern, Benalla,905,"6,534.80"
2012,December,2 Eastern, Boroondara,"6,842","4,060.90"
2012,December,2 Eastern, East Gippsland,"3,196","7,376.10"
2012,December,2 Eastern, Greater Shepparton,"6,050","9,670.40"
2012,December,2 Eastern, Indigo,485,"3,138.30"
2012,December,2 Eastern, Knox,"8,733","5,619.50"
2012,December,2 Eastern, Latrobe,"9,859","13,322.30"
2012,December,2 Eastern, Manningham,"3,693","3,144.60"
2012,December,2 Eastern, Mansfield,320,"3,952.10"
2012,December,2 Eastern, Maroondah,"6,553","6,043.30"
2012,December,2 Eastern, Mitchell,"2,573","7,071.80"
2012,December,2 Eastern, Moira,"1,274","4,442.90"
2012,December,2 Eastern, Monash,"8,929","4,952.00"
2012,December,2 Eastern, Murrindindi,608,"4,518.40"
2012,December,2 Eastern, South Gippsland,"1,187","4,250.50"
2012,December,2 Eastern, Strathbogie,486,"4,987.70"
2012,December,2 Eastern, Towong,270,"4,545.50"
2012,December,2 Eastern, Wangaratta,"2,306","8,404.40"
2012,December,2 Eastern, Wellington,"3,624","8,538.10"
2012,December,2 Eastern, Whitehorse,"7,112","4,454.40"
2012,December,2 Eastern, Wodonga,"3,311","9,007.60"
2012,December,2 Eastern, Yarra Ranges,"6,571","4,384.60"
2012,December,2 Eastern,Total,"90,323","5,741.50"
2012,December,3 Southern Metro, Bayside,"4,312","4,446.70"
2012,December,3 Southern Metro, Cardinia,"5,016","6,237.10"
2012,December,3 Southern Metro, Casey,"15,014","5,576.40"
2012,December,3 Southern Metro, Frankston,"13,469","10,188.80"
2012,December,3 Southern Metro, Glen Eira,"5,515","3,964.30"
2012,December,3 Southern Metro, Greater Dandenong,"14,960","10,309.00"
2012,December,3 Southern Metro, Kingston,"9,319","6,194.70"
2012,December,3 Southern Metro, Mornington Peninsula,"9,342","6,158.20"
2012,December,3 Southern Metro, Port Phillip,"10,970","10,981.80"
2012,December,3 Southern Metro, Stonnington,"8,709","8,587.90"
2012,December,3 Southern Metro,Total,"96,626","7,071.10"
2012,December,4 Western, Ararat,"1,176","10,315.80"
2012,December,4 Western, Ballarat,"9,543","9,865.80"
2012,December,4 Western, Buloke,309,"4,802.60"
2012,December,4 Western, Campaspe,"2,622","7,078.60"
2012,December,4 Western, Central Goldfields,956,"7,519.30"
2012,December,4 Western, Colac-Otway,"1,420","6,793.60"
2012,December,4 Western, Corangamite,827,"5,021.30"
2012,December,4 Western, Gannawarra,527,"5,020.00"
2012,December,4 Western, Glenelg,"1,332","6,718.80"
2012,December,4 Western, Golden Plains,489,"2,494.40"
2012,December,4 Western, Greater Bendigo,"7,206","6,935.20"
2012,December,4 Western, Greater Geelong,"15,975","7,289.50"
2012,December,4 Western, Hepburn,687,"4,634.10"
2012,December,4 Western, Hindmarsh,246,"4,200.10"
2012,December,4 Western, Horsham,"2,813","14,346.20"
2012,December,4 Western, Loddon,391,"5,193.30"
2012,December,4 Western, Macedon Ranges,"1,641","3,747.10"
2012,December,4 Western, Mildura,"5,437","10,361.10"
2012,December,4 Western, Moorabool,"1,613","5,493.30"
2012,December,4 Western, Mount Alexander,818,"4,531.10"
2012,December,4 Western, Moyne,637,"3,907.00"
2012,December,4 Western, Northern Grampians,911,"7,610.70"
2012,December,4 Western, Pyrenees,310,"4,519.00"
2012,December,4 Western, Queenscliffe,123,"4,023.60"
2012,December,4 Western, Southern Grampians,"1,002","6,087.10"
2012,December,4 Western, Surf Coast,"1,387","5,038.10"
2012,December,4 Western, Swan Hill,"1,797","8,569.00"
2012,December,4 Western, Warrnambool,"2,317","7,008.70"
2012,December,4 Western, West Wimmera,167,"3,963.00"
2012,December,4 Western, Yarriambiack,369,"5,200.80"
2012,December,4 Western,Total,"65,048","7,119.20"
2012,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,043",
2012,December,Justice Institutions and Immigration Facilities,Total,"1,043",
2012,December,Unincorporated Vic, Unincorporated Vic,126,
2012,December,Unincorporated Vic,Total,126,
2011,December,1 North West Metro, Banyule,"6,781","5,513.80"
2011,December,1 North West Metro, Brimbank,"16,886","8,817.90"
2011,December,1 North West Metro, Darebin,"11,398","7,973.90"
2011,December,1 North West Metro, Hobsons Bay,"5,707","6,530.10"
2011,December,1 North West Metro, Hume,"13,930","7,992.40"
2011,December,1 North West Metro, Maribyrnong,"8,641","11,497.70"
2011,December,1 North West Metro, Melbourne,"29,659","29,588.00"
2011,December,1 North West Metro, Melton,"7,395","6,565.00"
2011,December,1 North West Metro, Moonee Valley,"7,244","6,457.50"
2011,December,1 North West Metro, Moreland,"10,931","7,086.70"
2011,December,1 North West Metro, Nillumbik,"1,996","3,182.60"
2011,December,1 North West Metro, Whittlesea,"10,487","6,521.80"
2011,December,1 North West Metro, Wyndham,"11,298","6,777.50"
2011,December,1 North West Metro, Yarra,"10,437","13,227.60"
2011,December,1 North West Metro,Total,"152,790","8,767.50"
2011,December,2 Eastern, Alpine,357,"2,958.20"
2011,December,2 Eastern, Bass Coast,"1,970","6,516.10"
2011,December,2 Eastern, Baw Baw,"2,217","5,109.60"
2011,December,2 Eastern, Benalla,925,"6,694.20"
2011,December,2 Eastern, Boroondara,"5,901","3,532.20"
2011,December,2 Eastern, East Gippsland,"3,072","7,173.20"
2011,December,2 Eastern, Greater Shepparton,"5,881","9,524.80"
2011,December,2 Eastern, Indigo,457,"2,983.60"
2011,December,2 Eastern, Knox,"7,990","5,167.30"
2011,December,2 Eastern, Latrobe,"8,530","11,560.10"
2011,December,2 Eastern, Manningham,"4,141","3,546.90"
2011,December,2 Eastern, Mansfield,311,"3,915.90"
2011,December,2 Eastern, Maroondah,"5,967","5,559.90"
2011,December,2 Eastern, Mitchell,"2,590","7,377.90"
2011,December,2 Eastern, Moira,"1,515","5,333.40"
2011,December,2 Eastern, Monash,"7,423","4,185.60"
2011,December,2 Eastern, Murrindindi,555,"4,162.00"
2011,December,2 Eastern, South Gippsland,"1,032","3,751.10"
2011,December,2 Eastern, Strathbogie,459,"4,782.20"
2011,December,2 Eastern, Towong,227,"3,835.80"
2011,December,2 Eastern, Wangaratta,"2,167","7,963.40"
2011,December,2 Eastern, Wellington,"2,829","6,724.80"
2011,December,2 Eastern, Whitehorse,"6,101","3,872.70"
2011,December,2 Eastern, Wodonga,"2,965","8,230.40"
2011,December,2 Eastern, Yarra Ranges,"5,981","4,016.80"
2011,December,2 Eastern,Total,"81,563","5,242.40"
2011,December,3 Southern Metro, Bayside,"3,598","3,743.30"
2011,December,3 Southern Metro, Cardinia,"4,233","5,582.10"
2011,December,3 Southern Metro, Casey,"14,381","5,504.00"
2011,December,3 Southern Metro, Frankston,"11,515","8,833.90"
2011,December,3 Southern Metro, Glen Eira,"5,505","4,013.80"
2011,December,3 Southern Metro, Greater Dandenong,"13,900","9,777.20"
2011,December,3 Southern Metro, Kingston,"8,585","5,788.80"
2011,December,3 Southern Metro, Mornington Peninsula,"8,637","5,786.10"
2011,December,3 Southern Metro, Port Phillip,"11,093","11,403.60"
2011,December,3 Southern Metro, Stonnington,"8,362","8,459.00"
2011,December,3 Southern Metro,Total,"89,809","6,719.20"
2011,December,4 Western, Ararat,961,"8,484.90"
2011,December,4 Western, Ballarat,"9,494","9,974.30"
2011,December,4 Western, Buloke,314,"4,856.90"
2011,December,4 Western, Campaspe,"2,247","6,096.90"
2011,December,4 Western, Central Goldfields,917,"7,289.90"
2011,December,4 Western, Colac-Otway,"1,371","6,591.70"
2011,December,4 Western, Corangamite,650,"3,933.20"
2011,December,4 Western, Gannawarra,597,"5,711.30"
2011,December,4 Western, Glenelg,"1,411","7,109.00"
2011,December,4 Western, Golden Plains,382,"2,015.00"
2011,December,4 Western, Greater Bendigo,"6,087","5,967.90"
2011,December,4 Western, Greater Geelong,"14,545","6,738.90"
2011,December,4 Western, Hepburn,660,"4,511.60"
2011,December,4 Western, Hindmarsh,219,"3,739.80"
2011,December,4 Western, Horsham,"1,830","9,373.60"
2011,December,4 Western, Loddon,435,"5,764.60"
2011,December,4 Western, Macedon Ranges,"1,418","3,306.70"
2011,December,4 Western, Mildura,"5,532","10,675.00"
2011,December,4 Western, Moorabool,"1,305","4,551.80"
2011,December,4 Western, Mount Alexander,980,"5,483.40"
2011,December,4 Western, Moyne,523,"3,235.00"
2011,December,4 Western, Northern Grampians,993,"8,237.90"
2011,December,4 Western, Pyrenees,240,"3,550.80"
2011,December,4 Western, Queenscliffe,300,"9,800.70"
2011,December,4 Western, Southern Grampians,"1,024","6,179.50"
2011,December,4 Western, Surf Coast,"1,072","4,020.10"
2011,December,4 Western, Swan Hill,"1,825","8,746.70"
2011,December,4 Western, Warrnambool,"2,813","8,611.10"
2011,December,4 Western, West Wimmera,116,"2,705.90"
2011,December,4 Western, Yarriambiack,354,"4,928.30"
2011,December,4 Western,Total,"60,615","6,720.80"
2011,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,918,
2011,December,Justice Institutions and Immigration Facilities,Total,918,
2011,December,Unincorporated Vic, Unincorporated Vic,141,
2011,December,Unincorporated Vic,Total,141,
